Domain Name,Domain Type,Agency,City,State
http://cityofplattsburgh-ny.gov,City,Non-Federal Agency,Plattsburgh,NY
http://cityofseattle.gov,City,Non-Federal Agency,Seattle,WA
http://cityofspartanburg-sc.gov,City,Non-Federal Agency,Spartanburg,SC
http://cityoftitusvillepa.gov,City,Non-Federal Agency,Titusville,PA
http://cityoftylertx.gov,City,Non-Federal Agency,Tyler,TX
http://cityofwoodburyga.gov,City,Non-Federal Agency,Woodbury,GA
http://cityofyukonok.gov,City,Non-Federal Agency,Yukon,OK
http://clarkstonga.gov,City,Non-Federal Agency,Clarkston,GA
http://clearlake-wi.gov,City,Non-Federal Agency,Clear Lake,WI
http://clearlakeshores-tx.gov,City,Non-Federal Agency,Clear Lake Shores,TX
http://clermontfl.gov,City,Non-Federal Agency,Clermont,FM
http://chandleraz.gov,City,Non-Federal Agency,Chandler,AZ
http://charlestonwv.gov,City,Non-Federal Agency,Charleston,WV
http://charlestown-nh.gov,City,Non-Federal Agency,Charlestown,NH
http://charlottesvilleva.gov,City,Non-Federal Agency,Charlottesville,VA
http://chattanooga.gov,City,Non-Federal Agency,Chattanooga,TN
http://chester-ny.gov,City,Non-Federal Agency,Chester,NY
http://chesterfield.gov,City,Non-Federal Agency,Chesterfield,VA
http://chestnuthilltwp-pa.gov,City,Non-Federal Agency,Brodheadsville,PA
http://cityofalcoa-tn.gov,City,Non-Federal Agency,Alcoa,TN
http://cityofbeloitwi.gov,City,Non-Federal Agency,Beloit,WI
http://cityofchetek-wi.gov,City,Non-Federal Agency,Chetek,WI
http://cityofcody-wy.gov,City,Non-Federal Agency,Cody,WY
http://cityofcrisfield-md.gov,City,Non-Federal Agency,Crisfield,MD
http://cityofdalton-ga.gov,City,Non-Federal Agency,Dalton,GA
http://cityofdunbarwv.gov,City,Non-Federal Agency,Dunbar,WV
http://cityoffairfax-mn.gov,City,Non-Federal Agency,Fairfax,MN
http://cityoffargo-nd.gov,City,Non-Federal Agency,Fargo,ND
http://cityofharrison-mi.gov,City,Non-Federal Agency,Harrison,MI
http://cityofhuntsvilletx.gov,City,Non-Federal Agency,Huntsville,TX
http://cityofkeywest-fl.gov,City,Non-Federal Agency,Key West,FL
http://cityoflacrescent-mn.gov,City,Non-Federal Agency,La Crescent,MN
http://cityofmccaysvillega.gov,City,Non-Federal Agency,McCaysville,GA
http://cityofmillenga.gov,City,Non-Federal Agency,Millen,GA
http://cityofmontgomery-wv.gov,City,Non-Federal Agency,Montgomery,WV
http://cityofmorrowga.gov,City,Non-Federal Agency,Morrow,GA
http://cityofphoenix.gov,City,Non-Federal Agency,Phoenix,AZ
http://cityofplainville-ks.gov,City,Non-Federal Agency,Plainville,KS
http://cityofpleasantonca.gov,City,Non-Federal Agency,Pleasanton,CA
http://cityofportlandtn.gov,City,Non-Federal Agency,Portland,TN
http://cityofredmond.gov,City,Non-Federal Agency,Redmond,WA
http://cityofsanteeca.gov,City,Non-Federal Agency,Santee,CA
http://cityofsarasotafl.gov,City,Non-Federal Agency,Sarasota,FL
http://cityofworlandwy.gov,City,Non-Federal Agency,Worland,WY
http://clevelandtn.gov,City,Non-Federal Agency,Cleveland,TN
http://cliftonaz.gov,City,Non-Federal Agency,Clifton,AZ
http://clintontownship-mi.gov,City,Non-Federal Agency,Clinton Township,MI
http://coalcity-il.gov,City,Non-Federal Agency,Coal City,IL
http://coalrunky.gov,City,Non-Federal Agency,Pikeville,KY
http://colchesterct.gov,City,Non-Federal Agency,Colchester,CT
http://collegeparkmd.gov,City,Non-Federal Agency,College Park,MD
http://collincountytexas.gov,City,Non-Federal Agency,Mckinney,TX
http://columbiatwp-oh.gov,City,Non-Federal Agency,Columbia Station,OH
http://columbus.gov,City,Non-Federal Agency,Columbus,OH
http://concordma.gov,City,Non-Federal Agency,Concord,MA
http://concordnc.gov,City,Non-Federal Agency,Concord,NC
http://cornwallny.gov,City,Non-Federal Agency,Cornwall,NY
http://cosmopoliswa.gov,City,Non-Federal Agency,Cosmopolis,WA
http://covington-oh.gov,City,Non-Federal Agency,COVINGTON,OH
http://crete-ne.gov,City,Non-Federal Agency,Crete,NE
http://cumberlandmd.gov,City,Non-Federal Agency,Cumberland,MD
http://dallasor.gov,City,Non-Federal Agency,Dallas,OR
http://danbury-ct.gov,City,Non-Federal Agency,Danbury,CT
http://dandridgetn.gov,City,Non-Federal Agency,Dandridge,TN
http://danvilleva.gov,City,Non-Federal Agency,Danville,VA
http://davie-fl.gov,City,Non-Federal Agency,Davie,FL
http://dawsonville-ga.gov,City,Non-Federal Agency,Dawsonville,GA
http://dekorra-wi.gov,City,Non-Federal Agency,Poynette,WI
http://desmoineswa.gov,City,Non-Federal Agency,Des Moines,WA
http://desototexas.gov,City,Non-Federal Agency,DeSoto,TX
http://douglasaz.gov,City,Non-Federal Agency,Douglas,AZ
http://dublin-ca.gov,City,Non-Federal Agency,Dublin,CA
http://dunwoodyga.gov,City,Non-Federal Agency,Dunwoody,GA
http://dutchessny.gov,City,Non-Federal Agency,Poughkeepsie,NY
http://duvallwa.gov,City,Non-Federal Agency,Duvall,WA
http://eagaraz.gov,City,Non-Federal Agency,Eagar,AZ
http://easthamptonvillageny.gov,City,Non-Federal Agency,East Hampton,NY
http://eastkingstonnh.gov,City,Non-Federal Agency,East Kingston,NH
http://eastonmd.gov,City,Non-Federal Agency,Easton,MD
http://eastorange-nj.gov,City,Non-Federal Agency,East ORange,NJ
http://eatonville-wa.gov,City,Non-Federal Agency,Eatonville,WA
http://eauclairevillage-mi.gov,City,Non-Federal Agency,Eau Claire,MI
http://edgewoodky.gov,City,Non-Federal Agency,Edgewood,KY
http://elizabethtownky.gov,City,Non-Federal Agency,Elizabethtown,KY
http://ellington-ct.gov,City,Non-Federal Agency,Ellington,CT
http://ellsworthmaine.gov,City,Non-Federal Agency,Ellsworth,ME
http://eloyaz.gov,City,Non-Federal Agency,Eloy,AZ
http://emeraldbay-tx.gov,City,Non-Federal Agency,Bullard,TX
http://emmitsburgmd.gov,City,Non-Federal Agency,Emmitsburg,MD
http://encinitasca.gov,City,Non-Federal Agency,Encinitas,CA
http://enfield-ct.gov,City,Non-Federal Agency,Enfield,CT
http://englewoodcolorado.gov,City,Non-Federal Agency,Englewood,CO
http://essexct.gov,City,Non-Federal Agency,Essex,CT
http://estero-fl.gov,City,Non-Federal Agency,Estero,FL
http://fairfieldoh.gov,City,Non-Federal Agency,Fairfield,OH
http://fairhopeal.gov,City,Non-Federal Agency,Fairhope,AL
http://fairviewnc.gov,City,Non-Federal Agency,Monroe,NC
http://fallonnevada.gov,City,Non-Federal Agency,Fallon,NV
http://farmvillenc.gov,City,Non-Federal Agency,Farmville,NC
http://fayetteville-ga.gov,City,Non-Federal Agency,Fayetteville,GA
http://fayettevillefirst-ar.gov,City,Non-Federal Agency,Fayetteville,AR
http://fayettevillenc.gov,City,Non-Federal Agency,Fayetteville,NC
http://fitzwilliam-nh.gov,City,Non-Federal Agency,Fitzwilliam,NH
http://florenceaz.gov,City,Non-Federal Agency,Florence,AZ
http://floresvilletx.gov,City,Non-Federal Agency,Floresville,TX
http://fortworth-tx.gov,City,Non-Federal Agency,Fort Worth,TX
http://framinghamma.gov,City,Non-Federal Agency,Framingham,MA
http://freeportflorida.gov,City,Non-Federal Agency,Freeport,FL
http://fruitporttownship-mi.gov,City,Non-Federal Agency,Fruitport,MI
http://galenaks.gov,City,Non-Federal Agency,GALENA,KS
http://gallatin-tn.gov,City,Non-Federal Agency,Gallatin,TN
http://iowadot.gov,State/Local Govt,Non-Federal Agency,Des Moines,IA
http://iowafinancialaidapplication.gov,State/Local Govt,Non-Federal Agency,Des Moines,IA
http://iowajqc.gov,State/Local Govt,Non-Federal Agency,Des Moines,IA
http://iowalift.gov,State/Local Govt,Non-Federal Agency,Des Moines,IA
http://iowanswork.gov,State/Local Govt,Non-Federal Agency,Des Moines,IA
http://iowapma.gov,State/Local Govt,Non-Federal Agency,Des Moines,IA
http://iowaworker.gov,State/Local Govt,Non-Federal Agency,Des Moines,IA
http://jasperindiana.gov,State/Local Govt,Non-Federal Agency,Jasper,IN
http://jobsfortn.gov,State/Local Govt,Non-Federal Agency,38401,TN
http://lcsami.gov,State/Local Govt,Non-Federal Agency,Lansing,MI
http://localcommunitystabilizationauthoritymi.gov,State/Local Govt,Non-Federal Agency,Lansing,MI
http://louisianamusic.gov,State/Local Govt,Non-Federal Agency,Baton Rouge,LA
http://loxahatcheegrovesfl.gov,State/Local Govt,Non-Federal Agency,Loxahatchee Groves,FL
http://ma.gov,State/Local Govt,Non-Federal Agency,Boston,MA
http://maine.gov,State/Local Govt,Non-Federal Agency,Augusta,ME
http://maineforestservice.gov,State/Local Govt,Non-Federal Agency,AUGUSTA,ME
http://mainepublichealth.gov,State/Local Govt,Non-Federal Agency,Augusta,ME
http://marylandattorneygeneral.gov,State/Local Govt,Non-Federal Agency,Baltimore,MD
http://masenate.gov,State/Local Govt,Non-Federal Agency,Boston,MA
http://md.gov,State/Local Govt,Non-Federal Agency,Crowsnville,MD
http://mdcourts.gov,State/Local Govt,Non-Federal Agency,Annapolis,MD
http://mentormichigan.gov,State/Local Govt,Non-Federal Agency,Lansing,MI
http://mhb.gov,State/Local Govt,Non-Federal Agency,Mobile,AL
http://mi365.gov,State/Local Govt,Non-Federal Agency,Lansing,MI
http://mich.gov,State/Local Govt,Non-Federal Agency,Lansing,MI
http://minnesota.gov,State/Local Govt,Non-Federal Agency,St. Paul,MN
http://myalabama.gov,State/Local Govt,Non-Federal Agency,Montgomery,AL
http://myfloridacensus.gov,State/Local Govt,Non-Federal Agency,Tallahassee,FL
http://natickma.gov,State/Local Govt,Non-Federal Agency,Natick,MA
http://ncbroadband.gov,State/Local Govt,Non-Federal Agency,Raleigh,NC
http://nccrimelab.gov,State/Local Govt,Non-Federal Agency,Raleigh,NC
http://ncdcr.gov,State/Local Govt,Non-Federal Agency,Raleigh,NC
http://ncsbe.gov,State/Local Govt,Non-Federal Agency,Raleigh,NC
http://ndcensus.gov,State/Local Govt,Non-Federal Agency,Bismarck,ND
http://ndcourts.gov,State/Local Govt,Non-Federal Agency,Bismarck,ND
http://ndstudies.gov,State/Local Govt,Non-Federal Agency,Bismarck,ND
http://nebraskacorn.gov,State/Local Govt,Non-Federal Agency,Lincoln,NE
http://nebraskamap.gov,State/Local Govt,Non-Federal Agency,Lincoln,NE
http://nebraskaunicameral.gov,State/Local Govt,Non-Federal Agency,Lincoln,NE
http://nehealthinsuranceinfo.gov,State/Local Govt,Non-Federal Agency,Lincoln,NE
http://networknebraska.gov,State/Local Govt,Non-Federal Agency,Lincoln,NE
http://nevadahomeagain.gov,State/Local Govt,Non-Federal Agency,Las Vegas,NV
http://newjersey.gov,State/Local Govt,Non-Federal Agency,Trenton,NJ
http://nj.gov,State/Local Govt,Non-Federal Agency,Trenton,NJ
http://njhomekeeper.gov,State/Local Govt,Non-Federal Agency,Trenton,NJ
http://njjud.gov,State/Local Govt,Non-Federal Agency,Trenton,NJ
http://njseniorgold.gov,State/Local Govt,Non-Federal Agency,Mercerville,NJ
http://nm.gov,State/Local Govt,Non-Federal Agency,Santa Fe,NM
http://nmag.gov,State/Local Govt,Non-Federal Agency,Santa Fe,NM
http://nmcourts.gov,State/Local Govt,Non-Federal Agency,Santa Fe,NM
http://northdakota.gov,State/Local Govt,Non-Federal Agency,Bismarck,ND
http://nvagomla.gov,State/Local Govt,Non-Federal Agency,Carson City,NV
http://nvcourts.gov,State/Local Govt,Non-Federal Agency,Carson City,NV
http://nvdpspub.gov,State/Local Govt,Non-Federal Agency,Carson City,NV
http://nvggms.gov,State/Local Govt,Non-Federal Agency,Carson City,NV
http://nyalert.gov,State/Local Govt,Non-Federal Agency,Albany,NY
http://nycourts.gov,State/Local Govt,Non-Federal Agency,Troy,NY
http://nygovoffice.gov,State/Local Govt,Non-Federal Agency,Albany,NY
http://nyhousingsearch.gov,State/Local Govt,Non-Federal Agency,Albany,NY
http://oh.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohiodnr.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohionosmokelaw.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohiopmp.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohiored.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohiosecretaryofstate.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohiosenate.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohiotreasurer.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://ohiovaluesveterans.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://okbenefits.gov,State/Local Govt,Non-Federal Agency,Oklahoma City,OK
http://okc.gov,State/Local Govt,Non-Federal Agency,Oklahoma City,OK
http://okdhs.gov,State/Local Govt,Non-Federal Agency,Oklahoma City,OK
http://okgeosurvey1.gov,State/Local Govt,Non-Federal Agency,Norman,OK
http://okhouse.gov,State/Local Govt,Non-Federal Agency,Oklahoma City,OK
http://oregonforestry.gov,State/Local Govt,Non-Federal Agency,Salem,OR
http://oregonmarinereserves.gov,State/Local Govt,Non-Federal Agency,Salem,OR
http://pa.gov,State/Local Govt,Non-Federal Agency,Harrisburg,PA
http://pa529able.gov,State/Local Govt,Non-Federal Agency,Harrisburg,PA
http://paacpammmi.gov,State/Local Govt,Non-Federal Agency,Lansing,MI
http://paymaine.gov,State/Local Govt,Non-Federal Agency,Augusta,ME
http://pinecrest-fl.gov,State/Local Govt,Non-Federal Agency,Pinecrest,FL
http://recycleohio.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://registertovotenv.gov,State/Local Govt,Non-Federal Agency,Carson City,NV
http://ridesharewi.gov,State/Local Govt,Non-Federal Agency,Madison,WI
http://ridesharewisconsin.gov,State/Local Govt,Non-Federal Agency,Madison,WI
http://rioag.gov,State/Local Govt,Non-Federal Agency,Providence,RI
http://ripsga.gov,State/Local Govt,Non-Federal Agency,North Scituate,RI
http://safeathomeohio.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://safetyworksmaine.gov,State/Local Govt,Non-Federal Agency,Augusta,ME
http://savethedreamohio.gov,State/Local Govt,Non-Federal Agency,Columbus,OH
http://scfc.gov,State/Local Govt,Non-Federal Agency,Columbia,SC
http://scnewhire.gov,State/Local Govt,Non-Federal Agency,Columbia,SC
http://scsenate.gov,State/Local Govt,Non-Federal Agency,Columbia,SC
http://sdsos.gov,State/Local Govt,Non-Federal Agency,Pierre,SD
http://serveindiana.gov,State/Local Govt,Non-Federal Agency,Indianapolis,IN
http://serveohio.gov,State/Local Govt,Non-Federal Agency,Columb us,OH
http://spaceflorida.gov,State/Local Govt,Non-Federal Agency,Cape Canaveral,FL
http://stonecrestga.gov,State/Local Govt,Non-Federal Agency,Lithonia,GA
http://texasattorneygeneral.gov,State/Local Govt,Non-Federal Agency,Austin,TX
http://texasonline.gov,State/Local Govt,Non-Federal Agency,Austin,TX
http://texasstateparks.gov,State/Local Govt,Non-Federal Agency,Austin,TX
http://sullivancountynh.gov,County,Non-Federal Agency,Newport,NH
http://surrycountyva.gov,County,Non-Federal Agency,Surry,VA
http://tarrantcountytx.gov,County,Non-Federal Agency,Fort Worth,TX
http://tetoncountyidaho.gov,County,Non-Federal Agency,Driggs,ID
http://tompkinscountyny.gov,County,Non-Federal Agency,Ithaca,NY
http://toolecountymt.gov,County,Non-Federal Agency,Shelby,MT
http://trousdalecountytn.gov,County,Non-Federal Agency,Hartsville,TN
http://unicoicountytn.gov,County,Non-Federal Agency,Erwin,TN
http://vintoncountyohio.gov,County,Non-Federal Agency,McArthur,OH
http://warrencountytn.gov,County,Non-Federal Agency,McMinnville,TN
http://warrickcounty.gov,County,Non-Federal Agency,Boonville,IN
http://washingtoncountyks.gov,County,Non-Federal Agency,Washington,KS
http://washtenawcounty-mi.gov,County,Non-Federal Agency,Ann Arbor,MI
http://waukeshacounty-wi.gov,County,Non-Federal Agency,Waukesha,WI
http://waynecountypa.gov,County,Non-Federal Agency,Honesdale,PA
http://webstercountymo.gov,County,Non-Federal Agency,Marshfield,MO
http://yazoocountyms.gov,County,Non-Federal Agency,Yazoo City,MS
http://yorkcounty.gov,County,Non-Federal Agency,Yorktown,VA
http://yumacountyarizona.gov,County,Non-Federal Agency,Yuma,AZ
http://zapatacountytx.gov,County,Non-Federal Agency,Zapata,TX
http://acus.gov,Federal Agency,Administrative Conference of the United States,WASHINGTON,DC
http://preserveamerica.gov,Federal Agency,Advisory Council on Historic Preservation,Washington,DC
http://asc.gov,Federal Agency,Appraisal Subcommittee,Washington,DC
http://aoc.gov,Federal Agency,Architect of the Capitol,Washington,DC
http://usbg.gov,Federal Agency,Architect of the Capitol,Washington,DC
http://visitthecapitol.gov,Federal Agency,Architect of the Capitol,Washington,DC
http://capnhq.gov,Federal Agency,Civil Air Patrol,MAXWELL AFB,AL
http://abilityone.gov,Federal Agency,Comm for People Who Are Blind/Severly Disabled,Arlington,VA
http://cfpa.gov,Federal Agency,Consumer Financial Protection Bureau,Washington,DC
http://consumerfinancialprotectionbureau.gov,Federal Agency,Consumer Financial Protection Bureau,Washington,DC
http://atvsafety.gov,Federal Agency,Consumer Product Safety Commission,Bethesda,MD
http://recalls.gov,Federal Agency,Consumer Product Safety Commission,Bethesda,MD
http://americorp.gov,Federal Agency,Corporation for National & Community Service,Washington,DC
http://cncs.gov,Federal Agency,Corporation for National & Community Service,Washington,DC
http://federalmentoringcouncil.gov,Federal Agency,Corporation for National & Community Service,Washington,DC
http://getinvolved.gov,Federal Agency,Corporation for National & Community Service,Washington,DC
http://presidentialserviceawards.gov,Federal Agency,Corporation for National & Community Service,Washington,DC
http://serve.gov,Federal Agency,Corporation for National & Community Service,Washington,DC
http://vistacampus.gov,Federal Agency,Corporation for National & Community Service,Washington,DC
http://oversight.gov,Federal Agency,Council of Inspector General on Integrity and Efficiency,Washington,DC
http://psa.gov,Federal Agency,Court Services and Offender Supervision,Washington,DC
http://aff.gov,Federal Agency,Department of Agriculture,Boise,ID
http://execsec.gov,Federal Agency,Department of Agriculture,Washington,DC
http://foodsafetyjobs.gov,Federal Agency,Department of Agriculture,Washington,DC
http://foodsafetyworkinggroup.gov,Federal Agency,Department of Agriculture,Washington,DC
http://invasivespeciesinfo.gov,Federal Agency,Department of Agriculture,Beltsville,MD
http://ipm.gov,Federal Agency,Department of Agriculture,Washington,DC
http://latinofarmerclaims.gov,Federal Agency,Department of Agriculture,St. Louis,MO
http://lcacommons.gov,Federal Agency,Department of Agriculture,Beltsville,MD
http://myplate.gov,Federal Agency,Department of Agriculture,Alexandria,VA
http://pregunteleakaren.gov,Federal Agency,Department of Agriculture,Washington,DC
http://smokeybear.gov,Federal Agency,Department of Agriculture,Washington,DC
http://wildfire.gov,Federal Agency,Department of Agriculture,Boise,ID
http://womenfarmerclaims.gov,Federal Agency,Department of Agriculture,St. Louis,MO
http://woodsy.gov,Federal Agency,Department of Agriculture,Washington,DC
http://census.gov,Federal Agency,Department of Commerce,Suitland,MD
http://civilrightsusa.gov,Federal Agency,Department of Commerce,Alexandria,VA
http://doc.gov,Federal Agency,Department of Commerce,Washington,DC
http://manufacturing.gov,Federal Agency,Department of Commerce,Washington,DC
http://papahanaumokuakea.gov,Federal Agency,Department of Commerce,Silver Spring,MD
http://tsunami.gov,Federal Agency,Department of Commerce,Palmer,AK
http://adlnet.gov,Federal Agency,Department of Defense,Washington,DC
http://brac.gov,Federal Agency,Department of Defense,Alexandria,VA
http://businessdefense.gov,Federal Agency,Department of Defense,Washington,DC
http://ctoc.gov,Federal Agency,Department of Defense,Starke,FL
http://mibp.gov,Federal Agency,Department of Defense,Washington,DC
http://mtmc.gov,Federal Agency,Department of Defense,Alexandria,VA
http://ncr.gov,Federal Agency,Department of Defense,Washington,DC
http://nsa.gov,Federal Agency,Department of Defense,Ft. Meade,MD
http://siteidiq.gov,Federal Agency,Department of Defense,Arlington,VA
http://aapi.gov,Federal Agency,Department of Education,Washington,DC
http://ed.gov,Federal Agency,Department of Education,Washington,DC
http://anl.gov,Federal Agency,Department of Energy,Argonne,IL
http://arm.gov,Federal Agency,Department of Energy,Richland,WA
http://biomassboard.gov,Federal Agency,Department of Energy,Washington,DC
http://buildingamerica.gov,Federal Agency,Department of Energy,Golden,CO
http://casl.gov,Federal Agency,Department of Energy,Oak Ridge,TN
http://kapl.gov,Federal Agency,Department of Energy,Schenectady,NY
http://lbl.gov,Federal Agency,Department of Energy,Berkeley,CA
http://nccrc.gov,Federal Agency,Department of Energy,Oak Ridge,TN
http://nccs.gov,Federal Agency,Department of Energy,Oak Ridge,TN
http://neup.gov,Federal Agency,Department of Energy,Washington,DC
http://nrel.gov,Federal Agency,Department of Energy,Golden,CO
http://pnnl.gov,Federal Agency,Department of Energy,Richland,WA
http://pppl.gov,Federal Agency,Department of Energy,Princeton,NJ
http://rl.gov,Federal Agency,Department of Energy,Richland,WA
http://unnpp.gov,Federal Agency,Department of Energy,West Mifflin,PA
http://ymp.gov,Federal Agency,Department of Energy,Las Vegas,NV
http://bam.gov,Federal Agency,Department of Health And Human Services,Atlanta,GA
http://bestbonesforever.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://cuidadodesalud.gov,Federal Agency,Department of Health And Human Services,Baltimore,MD
http://drugfreeworkplace.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://eldercare.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://fatherhood.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://findyouthinfo.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://guidelines.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://hcqualitycommission.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://healthindicators.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://hrsa.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://idealab.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://export.gov,Federal Agency,Department of Commerce,Washington,DC
http://firstnet.gov,Federal Agency,Department of Commerce,Washington,DC
http://getyouhome.gov,Federal Agency,Department of Commerce,Alexandria,VA
http://gps.gov,Federal Agency,Department of Commerce,Washington,DC
http://hurricanes.gov,Federal Agency,Department of Commerce,Miami,FL
http://mbda.gov,Federal Agency,Department of Commerce,Washington,DC
http://noaa.gov,Federal Agency,Department of Commerce,Silver Spring,MD
http://ofcm.gov,Federal Agency,Department of Commerce,Silver Spring,MD
http://pscr.gov,Federal Agency,Department of Commerce,Boulder,CO
http://spaceweather.gov,Federal Agency,Department of Commerce,Boulder,CO
http://time.gov,Federal Agency,Department of Commerce,Boulder,CO
http://cmts.gov,Federal Agency,Department of Defense,Mobile,AL
http://cnss.gov,Federal Agency,Department of Defense,Ft George G. Meade,MD
http://cttso.gov,Federal Agency,Department of Defense,Arlington,VA
http://dodbusiness.gov,Federal Agency,Department of Defense,Washington,DC
http://erdc.gov,Federal Agency,Department of Defense,Vicksburg,MS
http://fvap.gov,Federal Agency,Department of Defense,Alexandria,VA
http://iad.gov,Federal Agency,Department of Defense,Ft Meade,MD
http://mypay.gov,Federal Agency,Department of Defense,Pensacola,FL
http://nrd.gov,Federal Agency,Department of Defense,ARLINGTON,VA
http://nro.gov,Federal Agency,Department of Defense,Chantilly,VA
http://oea.gov,Federal Agency,Department of Defense,Arlington,VA
http://childstats.gov,Federal Agency,Department of Education,Washington,DC
http://edpubs.gov,Federal Agency,Department of Education,Washington,DC
http://nationsreportcard.gov,Federal Agency,Department of Education,Washington,DC
http://studentaid.gov,Federal Agency,Department of Education,Washington,DC
http://crt2014-2024review.gov,Federal Agency,Department of Energy,Portland,OR
http://highperformancebuildings.gov,Federal Agency,Department of Energy,Golden,CO
http://ncrc.gov,Federal Agency,Department of Energy,Oak Ridge,TN
http://nersc.gov,Federal Agency,Department of Energy,Berkeley,CA
http://osti.gov,Federal Agency,Department of Energy,Oak Ridge,TN
http://pnl.gov,Federal Agency,Department of Energy,Richland,WA
http://science.gov,Federal Agency,Department of Energy,Oak Ridge,TN
http://srs.gov,Federal Agency,Department of Energy,Aiken,SC
http://wapa.gov,Federal Agency,Department of Energy,Lakewood,CO
http://acf.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://agingstats.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://ahcpr.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://ahrq.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://betobaccofree.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://bioethics.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://collegedrinkingprevention.gov,Federal Agency,Department of Health And Human Services,Bethesda,MD
http://drugabuse.gov,Federal Agency,Department of Health And Human Services,Baltimore,MD
http://endingthedocumentgame.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://grants.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://hc.gov,Federal Agency,Department of Health And Human Services,Baltimore,MD
http://healthcare.gov,Federal Agency,Department of Health And Human Services,Baltimore,MD
http://healthdata.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://healthit.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://hearttruth.gov,Federal Agency,Department of Health And Human Services,Bethesda,MD
http://hhs.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://insurekidsnow.gov,Federal Agency,Department of Health And Human Services,Baltimore,MD
http://samhsa.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://smokefree.gov,Federal Agency,Department of Health And Human Services,Rockville,MD
http://stopalcoholabuse.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://surgeongeneral.gov,Federal Agency,Department of Health And Human Services,Washington,DC
http://usbm.gov,Federal Agency,Department of Health And Human Services,Atlanta,GA
http://biometrics.gov,Federal Agency,Department of Homeland Security,Arlington,VA
http://homelandsecurity.gov,Federal Agency,Department of Homeland Security,Washington,DC
http://ice.gov,Federal Agency,Department of Homeland Security,Washington,DC
http://nmsc.gov,Federal Agency,Department of Homeland Security,St Augustine,FL
http://safecomprogram.gov,Federal Agency,Department of Homeland Security,Washington,DC
http://secretservice.gov,Federal Agency,Department of Homeland Security,Washington D.C.,DC
http://disasterhousing.gov,Federal Agency,Department of Housing And Urban Development,Washington,DC
http://fha.gov,Federal Agency,Department of Housing And Urban Development,Washington,DC
http://biometriccoe.gov,Federal Agency,Department of Justice,Clarksburg,WV
http://bjs.gov,Federal Agency,Department of Justice,Washington,DC
http://crimesolutions.gov,Federal Agency,Department of Justice,Washinton,DC
http://dsac.gov,Federal Agency,Department of Justice,Potomac,MD
http://elderjustice.gov,Federal Agency,Department of Justice,Washington,DC
http://fara.gov,Federal Agency,Department of Justice,potomac,MD
http://fbijobs.gov,Federal Agency,Department of Justice,Washington,DC
http://forfeiture.gov,Federal Agency,Department of Justice,Potomac,MD
http://iprcenter.gov,Federal Agency,Department of Justice,Washington,DC
http://justice.gov,Federal Agency,Department of Justice,Washington,DC
http://justthinktwice.gov,Federal Agency,Department of Justice,Potomac,MD
http://nationalgangcenter.gov,Federal Agency,Department of Justice,Tallahassee,FL
http://nicic.gov,Federal Agency,Department of Justice,Washington,DC
http://nij.gov,Federal Agency,Department of Justice,Washington,DC
http://nsopr.gov,Federal Agency,Department of Justice,Tallahassee,FL
http://ovcttac.gov,Federal Agency,Department of Justice,Potomac,MD
http://projectsafechildhood.gov,Federal Agency,Department of Justice,Potomac,MD
http://projectsafeneighborhoods.gov,Federal Agency,Department of Justice,Rockville,MD
http://psn.gov,Federal Agency,Department of Justice,Rocckville,MD
http://scra.gov,Federal Agency,Department of Justice,Potomac,MD
http://servicemembers.gov,Federal Agency,Department of Justice,Potomac,MD
